ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
202467_s_at	2.67e-01	1.43e-01	1.490554	-5.6753829	0.2001241	COPS2	COP9 signalosome subunit 2
216858_x_at	2.67e-01	1.43e-01	-1.490461	-5.6755168	-0.4140467		
221379_at	2.67e-01	1.43e-01	-1.490275	-5.6757823	-0.4799513		
218628_at	2.67e-01	1.43e-01	1.490249	-5.6758207	0.288172	CCDC53	coiled-coil domain containing 53
214166_at	2.67e-01	1.43e-01	-1.490233	-5.6758429	-0.3317957	SDHB	succinate dehydrogenase complex iron sulfur subunit B
219909_at	2.67e-01	1.43e-01	1.490183	-5.6759149	0.9188366	MMP28	matrix metallopeptidase 28
204455_at	2.67e-01	1.43e-01	-1.490098	-5.6760372	-0.6138377	DST	dystonin
220652_at	2.67e-01	1.43e-01	-1.489913	-5.6763016	-0.5148145	KIF24	kinesin family member 24
205748_s_at	2.67e-01	1.43e-01	1.48966	-5.6766654	0.3451672	RNF126	ring finger protein 126
36004_at	2.67e-01	1.43e-01	-1.489642	-5.6766912	-0.3342613	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
203330_s_at	2.67e-01	1.43e-01	1.489532	-5.676849	0.3588314	STX5	syntaxin 5
204186_s_at	2.68e-01	1.43e-01	-1.488871	-5.6777962	-0.3726917	PPID	peptidylprolyl isomerase D
208205_at	2.68e-01	1.43e-01	1.48882	-5.6778691	0.4360291	PCDHA9	protocadherin alpha 9
214636_at	2.68e-01	1.43e-01	1.488704	-5.6780348	0.3396059	CALCB	calcitonin related polypeptide beta
222160_at	2.68e-01	1.43e-01	-1.488685	-5.6780628	-0.3040113	AKAP8L	A-kinase anchoring protein 8 like
222068_s_at	2.68e-01	1.43e-01	1.488389	-5.6784861	0.4109065	DNAAF1	dynein axonemal assembly factor 1
206826_at	2.68e-01	1.43e-01	1.488384	-5.678494	0.5159238	PMP2	peripheral myelin protein 2
48825_at	2.68e-01	1.43e-01	-1.488058	-5.6789606	-0.28835	ING4	inhibitor of growth family member 4
207395_at	2.68e-01	1.43e-01	1.488036	-5.6789914	0.4906442	BTN1A1	butyrophilin subfamily 1 member A1
202464_s_at	2.68e-01	1.43e-01	1.488027	-5.679004	0.4852951	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
213418_at	2.68e-01	1.43e-01	-1.487907	-5.6791772	-0.4838174	HSPA6	heat shock protein family A (Hsp70) member 6
204230_s_at	2.68e-01	1.43e-01	1.487842	-5.6792697	0.2548878	SLC17A7	solute carrier family 17 member 7
211673_s_at	2.68e-01	1.43e-01	1.487527	-5.6797204	0.3236791	MOCS1	molybdenum cofactor synthesis 1
214901_at	2.68e-01	1.43e-01	-1.487457	-5.6798209	-0.2588636	ZNF8	zinc finger protein 8
215856_at	2.68e-01	1.43e-01	-1.487413	-5.6798844	-0.3448904	SIGLEC15	sialic acid binding Ig like lectin 15
215658_at	2.68e-01	1.44e-01	1.487364	-5.6799539	0.5980938	LINC00675	long intergenic non-protein coding RNA 675
203188_at	2.68e-01	1.44e-01	-1.487285	-5.6800673	-0.3365863	B4GAT1	beta-1,4-glucuronyltransferase 1
216677_at	2.68e-01	1.44e-01	1.486769	-5.6808053	0.3616631	ZNF154	zinc finger protein 154
219654_at	2.69e-01	1.44e-01	1.486389	-5.6813496	0.3975597	HACD1	3-hydroxyacyl-CoA dehydratase 1
206840_at	2.69e-01	1.44e-01	1.485885	-5.6820711	0.3744555	AFM	afamin
52731_at	2.69e-01	1.44e-01	1.485882	-5.6820748	0.2974719	AMBRA1	autophagy and beclin 1 regulator 1
214656_x_at	2.69e-01	1.44e-01	1.485242	-5.6829903	0.2973592	MYO1C	myosin IC
207353_s_at	2.69e-01	1.44e-01	-1.485231	-5.6830056	-0.4415931	HMX1	H6 family homeobox 1
221256_s_at	2.69e-01	1.44e-01	1.485063	-5.6832464	0.4192911	HDHD3	haloacid dehalogenase like hydrolase domain containing 3
211722_s_at	2.69e-01	1.44e-01	1.484894	-5.6834874	0.2774803	HDAC6	histone deacetylase 6
211787_s_at	2.69e-01	1.44e-01	1.484245	-5.6844146	0.2847978	LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1	uncharacterized LOC101928634///SENP3-EIF4A1 readthrough (NMD candidate)///small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1
205359_at	2.69e-01	1.44e-01	1.484162	-5.6845342	0.2732436	AKAP6	A-kinase anchoring protein 6
213695_at	2.70e-01	1.45e-01	-1.483137	-5.685997	-0.555293	PON3	paraoxonase 3
222267_at	2.70e-01	1.45e-01	-1.483086	-5.6860707	-0.6631066	TMEM209	transmembrane protein 209
217513_at	2.70e-01	1.45e-01	-1.482837	-5.6864265	-0.5382714	MILR1	mast cell immunoglobulin like receptor 1
200081_s_at	2.70e-01	1.45e-01	1.482572	-5.6868046	0.2868876	RPS6	ribosomal protein S6
208620_at	2.70e-01	1.45e-01	1.482548	-5.6868378	0.4540318	PCBP1	poly(rC) binding protein 1
211709_s_at	2.70e-01	1.45e-01	-1.482488	-5.6869235	-0.4409682	CLEC11A	C-type lectin domain family 11 member A
220557_s_at	2.70e-01	1.45e-01	-1.482456	-5.6869701	-0.4004678	PACS1	phosphofurin acidic cluster sorting protein 1
212666_at	2.70e-01	1.45e-01	1.482383	-5.6870736	0.3053814	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
215539_at	2.70e-01	1.45e-01	-1.482097	-5.6874828	-0.6330801		
210586_x_at	2.70e-01	1.45e-01	1.482072	-5.6875178	0.4705923	RHD	Rh blood group D antigen
210043_at	2.70e-01	1.45e-01	-1.482028	-5.6875809	-0.4227624	FRMD8	FERM domain containing 8
216137_s_at	2.70e-01	1.45e-01	1.481979	-5.6876499	0.370323	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
207533_at	2.70e-01	1.45e-01	1.481869	-5.6878077	0.4798428	CCL1	C-C motif chemokine ligand 1
216059_at	2.70e-01	1.45e-01	-1.481609	-5.6881788	-0.6347107	PAX3	paired box 3
219929_s_at	2.70e-01	1.45e-01	1.481521	-5.6883039	0.2835214	ZFYVE21	zinc finger FYVE-type containing 21
216373_at	2.70e-01	1.45e-01	-1.481507	-5.6883232	-0.7841947	TAPT1	transmembrane anterior posterior transformation 1
214712_at	2.71e-01	1.45e-01	-1.481082	-5.6889304	-0.307716	SNX29P2	sorting nexin 29 pseudogene 2
210395_x_at	2.71e-01	1.45e-01	1.48108	-5.6889328	0.2121266	MYL4	myosin light chain 4
210432_s_at	2.71e-01	1.45e-01	-1.481065	-5.6889537	-0.5953934	SCN3A	sodium voltage-gated channel alpha subunit 3
218727_at	2.71e-01	1.45e-01	-1.480996	-5.6890525	-0.2638444	SLC38A7	solute carrier family 38 member 7
221119_at	2.71e-01	1.45e-01	1.480923	-5.6891573	0.402091	ARHGEF38	Rho guanine nucleotide exchange factor 38
202377_at	2.71e-01	1.45e-01	1.480637	-5.6895645	0.2733624	LEPROT	leptin receptor overlapping transcript
220377_at	2.71e-01	1.45e-01	-1.480618	-5.6895913	-0.317953	FAM30A	family with sequence similarity 30, member A
200890_s_at	2.71e-01	1.45e-01	-1.480484	-5.6897832	-0.3200585	SSR1	signal sequence receptor subunit 1
206623_at	2.71e-01	1.45e-01	1.48003	-5.6904298	0.5741855	PDE6A	phosphodiesterase 6A
220594_at	2.71e-01	1.46e-01	1.479584	-5.6910655	0.5260849	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
207529_at	2.71e-01	1.46e-01	1.479405	-5.6913204	0.257986	DEFA5	defensin alpha 5
205535_s_at	2.71e-01	1.46e-01	-1.479224	-5.6915779	-0.8352048	PCDH7	protocadherin 7
216957_at	2.71e-01	1.46e-01	-1.478863	-5.6920918	-0.6035077	USP22	ubiquitin specific peptidase 22
91682_at	2.71e-01	1.46e-01	-1.478752	-5.6922498	-0.3085227		
34726_at	2.72e-01	1.46e-01	1.477843	-5.6935449	0.3451045	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
204764_at	2.72e-01	1.46e-01	-1.47766	-5.6938055	-0.4690241	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta
221820_s_at	2.72e-01	1.46e-01	-1.477601	-5.6938891	-0.3239027	KAT8	lysine acetyltransferase 8
204788_s_at	2.72e-01	1.46e-01	1.477568	-5.6939357	0.2527839	PPOX	protoporphyrinogen oxidase
212392_s_at	2.72e-01	1.46e-01	-1.477153	-5.6945262	-0.575874	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
216667_at	2.72e-01	1.46e-01	1.477089	-5.6946169	0.4677272	ECRP	ribonuclease A family member 2 pseudogene
215242_at	2.72e-01	1.46e-01	1.477071	-5.6946432	0.5072395	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
213832_at	2.72e-01	1.46e-01	1.477024	-5.6947099	0.4578237	KCND3	potassium voltage-gated channel subfamily D member 3
210685_s_at	2.72e-01	1.46e-01	-1.476896	-5.6948918	-0.2357947	UBE4B	ubiquitination factor E4B
222048_at	2.72e-01	1.46e-01	-1.476367	-5.6956448	-0.5306948	CRYBB2P1	crystallin beta B2 pseudogene 1
212588_at	2.72e-01	1.46e-01	-1.476265	-5.6957894	-0.414352	PTPRC	protein tyrosine phosphatase, receptor type C
219151_s_at	2.73e-01	1.47e-01	-1.475956	-5.6962293	-0.489895	RABL2A///RABL2B	RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B
215643_at	2.73e-01	1.47e-01	-1.475925	-5.6962729	-0.5227228	SEMA3D	semaphorin 3D
207866_at	2.73e-01	1.47e-01	1.475916	-5.6962848	0.476502	BMP8A	bone morphogenetic protein 8a
214037_s_at	2.73e-01	1.47e-01	1.475842	-5.6963912	0.2814765	CCDC22	coiled-coil domain containing 22
220049_s_at	2.73e-01	1.47e-01	1.475556	-5.6967973	0.2965895	PDCD1LG2	programmed cell death 1 ligand 2
212932_at	2.73e-01	1.47e-01	-1.475504	-5.6968706	-0.2557128	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
213315_x_at	2.73e-01	1.47e-01	-1.475423	-5.6969858	-0.2553271	CXorf40A	chromosome X open reading frame 40A
210224_at	2.73e-01	1.47e-01	-1.475284	-5.6971833	-0.2411421	MR1	major histocompatibility complex, class I-related
219955_at	2.73e-01	1.47e-01	1.475198	-5.6973059	0.4342416	L1TD1	LINE1 type transposase domain containing 1
AFFX-BioDn-5_at	2.73e-01	1.47e-01	1.475045	-5.6975232	0.3241674		
217663_at	2.73e-01	1.47e-01	-1.474832	-5.6978259	-0.4047896	ZNF234	zinc finger protein 234
206928_at	2.73e-01	1.47e-01	-1.474639	-5.6981005	-0.3829523	ZNF124	zinc finger protein 124
222273_at	2.73e-01	1.47e-01	-1.474485	-5.6983191	-0.432619	PAPOLG	poly(A) polymerase gamma
216514_at	2.73e-01	1.47e-01	1.474419	-5.6984129	0.4054319		
207786_at	2.73e-01	1.47e-01	1.474375	-5.6984754	0.4711333	CYP2R1	cytochrome P450 family 2 subfamily R member 1
208102_s_at	2.73e-01	1.47e-01	-1.47437	-5.6984825	-0.4579789	PSD	pleckstrin and Sec7 domain containing
216881_x_at	2.73e-01	1.47e-01	1.474076	-5.6989004	0.3652768	PRB4	proline rich protein BstNI subfamily 4
217498_at	2.73e-01	1.47e-01	-1.473959	-5.699066	-0.5127059	GDF11	growth differentiation factor 11
215009_s_at	2.73e-01	1.47e-01	-1.47394	-5.6990935	-0.4655188	THAP9-AS1	THAP9 antisense RNA 1
207302_at	2.73e-01	1.47e-01	-1.473772	-5.6993318	-0.5483449	SGCG	sarcoglycan gamma
209001_s_at	2.73e-01	1.47e-01	-1.473636	-5.6995237	-0.2891519	ANAPC13	anaphase promoting complex subunit 13
212271_at	2.73e-01	1.47e-01	1.473319	-5.6999748	0.2812779	MAPK1	mitogen-activated protein kinase 1
216467_s_at	2.73e-01	1.47e-01	1.473255	-5.7000658	0.2565345		
219871_at	2.74e-01	1.47e-01	1.472842	-5.7006508	0.7357093	KLF3-AS1	KLF3 antisense RNA 1
210752_s_at	2.74e-01	1.47e-01	1.47278	-5.7007388	0.1935482	MLX	MLX, MAX dimerization protein
212289_at	2.74e-01	1.47e-01	1.472474	-5.7011731	0.3444676	ANKRD12	ankyrin repeat domain 12
214661_s_at	2.74e-01	1.47e-01	-1.472415	-5.7012573	-0.436204	NOP14	NOP14 nucleolar protein
207051_at	2.74e-01	1.47e-01	1.472368	-5.7013234	0.2805829	SLC17A4	solute carrier family 17 member 4
202776_at	2.74e-01	1.48e-01	-1.471802	-5.7021258	-0.2883757	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
205955_at	2.74e-01	1.48e-01	1.471577	-5.7024459	0.2557224	TAF6L	TATA-box binding protein associated factor 6 like
217647_at	2.74e-01	1.48e-01	-1.471425	-5.7026614	-0.5738289	DHODH	dihydroorotate dehydrogenase (quinone)
200657_at	2.74e-01	1.48e-01	-1.471126	-5.7030848	-0.278376	SLC25A5	solute carrier family 25 member 5
215827_x_at	2.74e-01	1.48e-01	1.471044	-5.7032014	0.3710833	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
216118_at	2.74e-01	1.48e-01	1.470964	-5.7033144	0.4599192		
203112_s_at	2.74e-01	1.48e-01	1.47091	-5.7033904	0.3004348	MIR943///NELFA	microRNA 943///negative elongation factor complex member A
201400_at	2.74e-01	1.48e-01	-1.47065	-5.7037598	-0.3870434	PSMB3	proteasome subunit beta 3
210678_s_at	2.75e-01	1.48e-01	1.470454	-5.7040372	0.2812859	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
202031_s_at	2.75e-01	1.48e-01	-1.470076	-5.7045721	-0.2122139	WIPI2	WD repeat domain, phosphoinositide interacting 2
204559_s_at	2.75e-01	1.48e-01	-1.469914	-5.7048024	-0.614892	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
205009_at	2.75e-01	1.48e-01	1.469906	-5.7048132	0.4129758	TFF1	trefoil factor 1
212713_at	2.75e-01	1.48e-01	1.469869	-5.7048653	0.6878562	MFAP4	microfibrillar associated protein 4
217632_at	2.75e-01	1.48e-01	1.469774	-5.7050006	0.2905618	GNL3L	G protein nucleolar 3 like
201893_x_at	2.75e-01	1.48e-01	1.469672	-5.7051447	0.3895842	DCN	decorin
202996_at	2.75e-01	1.48e-01	1.469531	-5.7053438	0.6827093	POLD4	DNA polymerase delta 4, accessory subunit
209534_x_at	2.75e-01	1.48e-01	1.469462	-5.7054421	0.3162029	AKAP13	A-kinase anchoring protein 13
202278_s_at	2.75e-01	1.48e-01	1.469431	-5.705486	0.8077151	SPTLC1	serine palmitoyltransferase long chain base subunit 1
209750_at	2.75e-01	1.48e-01	1.469348	-5.7056037	0.4549307	NR1D2	nuclear receptor subfamily 1 group D member 2
201796_s_at	2.75e-01	1.48e-01	-1.469188	-5.7058302	-0.430427	VARS	valyl-tRNA synthetase
211333_s_at	2.75e-01	1.48e-01	1.469175	-5.7058485	0.5234603	FASLG	Fas ligand
215869_at	2.75e-01	1.48e-01	-1.469025	-5.7060602	-0.4397586		
215138_s_at	2.75e-01	1.48e-01	1.46878	-5.7064071	0.57805	KAZN	kazrin, periplakin interacting protein
218097_s_at	2.75e-01	1.49e-01	-1.468599	-5.706664	-0.3283573	CUEDC2	CUE domain containing 2
206647_at	2.75e-01	1.49e-01	1.468573	-5.7067001	0.4881145	HBZ	hemoglobin subunit zeta
213910_at	2.75e-01	1.49e-01	-1.468554	-5.7067267	-0.4754971	IGFBP7	insulin like growth factor binding protein 7
55705_at	2.75e-01	1.49e-01	1.468548	-5.7067357	0.3697483	R3HDM4	R3H domain containing 4
205673_s_at	2.75e-01	1.49e-01	-1.468374	-5.7069812	-0.355095	ASB9	ankyrin repeat and SOCS box containing 9
209675_s_at	2.75e-01	1.49e-01	-1.467634	-5.7080288	-0.5666305	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1
206092_x_at	2.76e-01	1.49e-01	-1.467287	-5.7085187	-0.3282024	RTEL1	regulator of telomere elongation helicase 1
220261_s_at	2.76e-01	1.49e-01	-1.46719	-5.7086568	-0.6262025	ZDHHC4	zinc finger DHHC-type containing 4
202300_at	2.76e-01	1.49e-01	1.467105	-5.7087772	0.3031933	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
202883_s_at	2.76e-01	1.49e-01	1.466694	-5.7093579	0.2594133	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
214870_x_at	2.76e-01	1.49e-01	-1.466662	-5.7094031	-0.4337059	LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1	nuclear pore complex-interacting protein family member A7-like///polycystin-1-like///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///nuclear pore complex interacting protein family member A1
203143_s_at	2.76e-01	1.49e-01	-1.466487	-5.7096503	-0.2886387	KIAA0040	KIAA0040
202941_at	2.76e-01	1.49e-01	1.466241	-5.7099985	0.2920535	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2
202078_at	2.76e-01	1.49e-01	-1.466232	-5.7100108	-0.2858934	COPS3	COP9 signalosome subunit 3
217274_x_at	2.76e-01	1.49e-01	1.466048	-5.7102701	0.3267916	MYL4	myosin light chain 4
202515_at	2.76e-01	1.49e-01	1.465946	-5.7104152	0.3369384	DLG1	discs large MAGUK scaffold protein 1
203479_s_at	2.76e-01	1.49e-01	-1.465944	-5.7104174	-0.4415137	OTUD4	OTU deubiquitinase 4
208612_at	2.76e-01	1.49e-01	-1.465886	-5.7104998	-0.3684705	PDIA3	protein disulfide isomerase family A member 3
212103_at	2.76e-01	1.49e-01	1.465642	-5.7108437	0.3942756	KPNA6	karyopherin subunit alpha 6
210400_at	2.76e-01	1.49e-01	1.465572	-5.7109431	0.3668339	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
201809_s_at	2.76e-01	1.49e-01	-1.46551	-5.711031	-0.4879526	ENG	endoglin
214784_x_at	2.76e-01	1.49e-01	-1.465086	-5.7116291	-0.2708578	XPO6	exportin 6
215089_s_at	2.76e-01	1.49e-01	1.464972	-5.71179	0.7255364	RBM10	RNA binding motif protein 10
212993_at	2.77e-01	1.50e-01	1.464803	-5.7120286	0.4257018	NACC2	NACC family member 2
46947_at	2.77e-01	1.50e-01	-1.464575	-5.7123503	-0.2946917	GNL3L	G protein nucleolar 3 like
215934_at	2.77e-01	1.50e-01	1.464312	-5.712722	0.2888315		
206560_s_at	2.77e-01	1.50e-01	-1.464159	-5.7129375	-0.9263303	MIA	melanoma inhibitory activity
201352_at	2.77e-01	1.50e-01	1.464036	-5.7131118	0.2100231	YME1L1	YME1 like 1 ATPase
208708_x_at	2.77e-01	1.50e-01	-1.463699	-5.7135869	-0.3474555	EIF5	eukaryotic translation initiation factor 5
211555_s_at	2.77e-01	1.50e-01	-1.463555	-5.7137896	-0.4825184	GUCY1B3	guanylate cyclase 1 soluble subunit beta
201449_at	2.77e-01	1.50e-01	-1.463417	-5.7139855	-0.3331528	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
205779_at	2.77e-01	1.50e-01	-1.463337	-5.7140977	-0.4618396	RAMP2	receptor activity modifying protein 2
214820_at	2.77e-01	1.50e-01	1.463231	-5.7142473	0.3778992	BRWD1	bromodomain and WD repeat domain containing 1
201213_at	2.77e-01	1.50e-01	1.463186	-5.7143102	0.3725368	PPP1R7	protein phosphatase 1 regulatory subunit 7
220939_s_at	2.77e-01	1.50e-01	-1.462883	-5.7147386	-0.2493295	DPP8	dipeptidyl peptidase 8
215964_at	2.77e-01	1.50e-01	1.462556	-5.7151994	0.3679812		
219405_at	2.77e-01	1.50e-01	-1.462547	-5.7152114	-0.2780009	TRIM68	tripartite motif containing 68
206760_s_at	2.77e-01	1.50e-01	1.462532	-5.7152331	0.6075938	FCER2	Fc fragment of IgE receptor II
214821_at	2.77e-01	1.50e-01	1.462327	-5.7155219	0.3251314	SLC25A4	solute carrier family 25 member 4
206648_at	2.77e-01	1.50e-01	1.462232	-5.715656	0.6900958	ZNF571	zinc finger protein 571
210750_s_at	2.77e-01	1.50e-01	1.462087	-5.7158602	0.5079776	DLGAP1	DLG associated protein 1
204644_at	2.78e-01	1.50e-01	-1.461944	-5.7160616	-0.2630833	ENOX2	ecto-NOX disulfide-thiol exchanger 2
38710_at	2.78e-01	1.50e-01	1.461939	-5.7160682	0.4868197	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
213380_x_at	2.78e-01	1.50e-01	1.461727	-5.7163677	0.3557795	LOC102724562///MST1L///MST1P2///MST1	macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1
208489_at	2.78e-01	1.50e-01	1.461721	-5.7163763	0.5315357	GJA8	gap junction protein alpha 8
216380_x_at	2.78e-01	1.50e-01	1.461633	-5.7164998	0.4331664		
221063_x_at	2.78e-01	1.50e-01	1.461595	-5.7165537	0.4969015	RNF123	ring finger protein 123
219687_at	2.78e-01	1.50e-01	-1.461485	-5.716708	-0.4610416	HHAT	hedgehog acyltransferase
202957_at	2.78e-01	1.50e-01	-1.461378	-5.7168598	-0.2992224	HCLS1	hematopoietic cell-specific Lyn substrate 1
204805_s_at	2.78e-01	1.51e-01	-1.461168	-5.7171553	-0.4648966	H1FX	H1 histone family member X
218583_s_at	2.78e-01	1.51e-01	-1.460988	-5.7174087	-0.2908215	DCUN1D1	defective in cullin neddylation 1 domain containing 1
207444_at	2.78e-01	1.51e-01	1.460903	-5.717528	0.4356413	SLC22A13	solute carrier family 22 member 13
205714_s_at	2.78e-01	1.51e-01	1.460863	-5.7175844	0.5019302	ZMYND10	zinc finger MYND-type containing 10
206443_at	2.78e-01	1.51e-01	-1.460186	-5.7185381	-0.5923268	RORB	RAR related orphan receptor B
210936_at	2.78e-01	1.51e-01	1.460012	-5.7187831	0.3565306	WDR1	WD repeat domain 1
40420_at	2.78e-01	1.51e-01	-1.460005	-5.7187924	-0.2890921	STK10	serine/threonine kinase 10
217325_at	2.78e-01	1.51e-01	1.459939	-5.7188854	0.3233356	KRT3	keratin 3
208086_s_at	2.78e-01	1.51e-01	1.459409	-5.7196315	0.5698001	DMD	dystrophin
217370_x_at	2.78e-01	1.51e-01	-1.45929	-5.7197981	-0.2722066	FUS	FUS RNA binding protein
216847_at	2.78e-01	1.51e-01	-1.459248	-5.7198574	-0.4056075		
221336_at	2.79e-01	1.51e-01	1.459041	-5.7201496	0.3898808	ATOH1	atonal bHLH transcription factor 1
205452_at	2.79e-01	1.51e-01	1.459036	-5.7201561	0.2090911	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
217221_x_at	2.79e-01	1.51e-01	1.459033	-5.7201608	0.6846573	RBM10	RNA binding motif protein 10
206330_s_at	2.79e-01	1.51e-01	1.458905	-5.7203405	0.5316981	SHC3	SHC adaptor protein 3
217974_at	2.79e-01	1.51e-01	-1.458763	-5.7205405	-0.4162836	TM7SF3	transmembrane 7 superfamily member 3
209530_at	2.79e-01	1.51e-01	1.45862	-5.7207418	0.3300813	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
221407_at	2.79e-01	1.51e-01	-1.4583	-5.7211913	-0.315511	GJD2	gap junction protein delta 2
208253_at	2.79e-01	1.51e-01	1.458175	-5.7213667	0.5351201	SIGLEC8	sialic acid binding Ig like lectin 8
213961_s_at	2.79e-01	1.51e-01	1.458162	-5.7213858	0.4611029	TAF6L	TATA-box binding protein associated factor 6 like
213543_at	2.79e-01	1.51e-01	1.457904	-5.7217486	0.3528483	SGCD	sarcoglycan delta
202800_at	2.79e-01	1.51e-01	1.45787	-5.7217953	0.5545008	SLC1A3	solute carrier family 1 member 3
221370_at	2.79e-01	1.51e-01	1.457702	-5.7220314	0.2699954	ZNF717	zinc finger protein 717
216551_x_at	2.79e-01	1.51e-01	-1.457634	-5.7221279	-0.3986699	PLCG1	phospholipase C gamma 1
203168_at	2.79e-01	1.52e-01	1.457397	-5.7224602	0.419498	ATF6B	activating transcription factor 6 beta
219310_at	2.79e-01	1.52e-01	-1.457102	-5.7228744	-0.3692099	SYNDIG1	synapse differentiation inducing 1
207039_at	2.79e-01	1.52e-01	-1.456993	-5.7230284	-0.8300275	CDKN2A	cyclin dependent kinase inhibitor 2A
205738_s_at	2.79e-01	1.52e-01	1.456727	-5.7234024	0.5207739	FABP3	fatty acid binding protein 3
211213_at	2.80e-01	1.52e-01	-1.456366	-5.7239091	-0.5318464	ORC5	origin recognition complex subunit 5
201964_at	2.80e-01	1.52e-01	-1.45611	-5.7242681	-0.2448627	SETX	senataxin
206742_at	2.80e-01	1.52e-01	1.455952	-5.7244907	0.5778346	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
205227_at	2.80e-01	1.52e-01	1.455888	-5.7245801	0.2792968	IL1RAP	interleukin 1 receptor accessory protein
202290_at	2.80e-01	1.52e-01	-1.455466	-5.7251725	-0.3205075	PDAP1	PDGFA associated protein 1
207150_at	2.80e-01	1.52e-01	1.455305	-5.7253986	0.5001467	SLC18A3	solute carrier family 18 member A3
222107_x_at	2.80e-01	1.52e-01	1.455208	-5.7255349	0.4392073	LZTS1	leucine zipper tumor suppressor 1
214722_at	2.80e-01	1.52e-01	1.454711	-5.7262313	0.3160276	NOTCH2NL	notch 2 N-terminal like
204726_at	2.80e-01	1.52e-01	-1.454517	-5.7265046	-0.5287422	CDH13	cadherin 13
220554_at	2.80e-01	1.52e-01	1.454104	-5.7270834	0.5371289	SLC22A7	solute carrier family 22 member 7
203461_at	2.80e-01	1.53e-01	1.453971	-5.7272698	0.3229336	CHD2	chromodomain helicase DNA binding protein 2
207419_s_at	2.81e-01	1.53e-01	-1.453291	-5.7282232	-0.4288031	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
220277_at	2.81e-01	1.53e-01	-1.45321	-5.7283372	-0.5487472	CXXC4	CXXC finger protein 4
202830_s_at	2.81e-01	1.53e-01	-1.45294	-5.7287156	-0.256454	SLC37A4	solute carrier family 37 member 4
211820_x_at	2.81e-01	1.53e-01	1.452868	-5.7288163	0.4723484	GYPA	glycophorin A (MNS blood group)
206129_s_at	2.81e-01	1.53e-01	-1.452757	-5.7289712	-0.3778954	ARSB	arylsulfatase B
214622_at	2.81e-01	1.53e-01	1.452664	-5.7291014	0.4547764	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2
207111_at	2.81e-01	1.53e-01	-1.452661	-5.7291057	-0.5886531	ADGRE1	adhesion G protein-coupled receptor E1
217584_at	2.81e-01	1.53e-01	1.452512	-5.7293146	0.5045575	NPC1	NPC intracellular cholesterol transporter 1
220811_at	2.81e-01	1.53e-01	1.452498	-5.7293348	0.4639629	PRG3	proteoglycan 3, pro eosinophil major basic protein 2
204118_at	2.81e-01	1.53e-01	1.452279	-5.7296411	0.2180215	CD48	CD48 molecule
210775_x_at	2.81e-01	1.53e-01	1.452267	-5.7296579	0.1956091	CASP9	caspase 9
209557_s_at	2.81e-01	1.53e-01	-1.45224	-5.729696	-0.3747782	NCDN	neurochondrin
